id,platform,city,text,objective_criteria,subjective_criteria,openness,annotator,split
xhs_train_1751,小红书,深圳,从个人认同感来讲最低限度是自己出生在深圳，具有深圳户籍，并至少在深圳长大至18岁（参加完高考）。实际意义来讲，应该是爷爷辈就在深圳并有房产，一直到父辈和自己都居住深圳。严格意义的深圳人是“世居深圳”。,Birth/Upbringing; Property/Assets; Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1752,小红书,深圳,那你就村民啊是深圳人啊，不是村民的籍贯写的不是深圳的，那就不是深圳人啊,Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1753,小红书,深圳,拜山的时候看到十几代都在深圳算不算,Family Heritage,,Restrictive,merged,train
xhs_train_1754,小红书,深圳,生活了三十几年的表示，讲白话的反而才是真深圳土著,,Language,Restrictive,merged,train
xhs_train_1758,小红书,深圳,哪有那么复杂，土著就是指的深圳本地人，深二代指的就是八九十年代在深圳出生长大的这一群体，因为那时候深圳飞速发展，现在的深圳已经发达了，小孩不能叫深二代了。,Birth/Upbringing; Family Heritage,,Neutral,merged,train
xhs_train_1759,小红书,深圳,我不管，我去了深圳就自称深圳人,Residence,Self-ID,Inclusive,merged,train
xhs_train_1762,小红书,深圳,来了就是深圳人,Residence,,Inclusive,merged,train
xhs_train_1765,小红书,深圳,当他说自己的老家是xxx，但是你问他老家有什么特产啥的回答不上来时，同时普通话还很标准那他就是深圳长大的,Birth/Upbringing,,Neutral,merged,train
xhs_train_1766,小红书,深圳,是不是深圳人又有什么重要的很牛逼吗现在还有几个是深圳土著的深圳本来就是一个新的城市来了就是深圳人白喊了吗我祖籍福建深圳出生移民香港我都说不清楚是哪人我觉得自己喜欢哪认同哪就是哪里人,,Belonging; Self-ID,Inclusive,merged,train
xhs_train_1767,小红书,深圳,不算 有的是广东人早年在深圳买地盖房的 现在成包租公了 但他们老家只是广东省内 不算深圳本地,Family Heritage,,Restrictive,merged,train
xhs_train_1768,小红书,深圳,深发展的深圳通够证明是老深圳人了吧@としろう（7月要去见来栖凛版,,Culture,Inclusive,merged,train
xhs_train_1769,小红书,深圳,看ip，在深圳的就不是，最起码是hk或者usauk这种才是,Residence,,Restrictive,merged,train
xhs_train_1772,小红书,深圳,爷爷辈来深发展在深圳有地有楼算土著吗,Property/Assets; Family Heritage,,Neutral,merged,train
xhs_train_1773,小红书,深圳,话自己系深二代就肯定唔系深圳本地人。,,Self-ID,Restrictive,merged,train
xhs_train_1774,小红书,深圳,深圳大孝子/女标准: 1.深圳出生/长大 2.幼儿园，小初高，甚至本科都在深圳 3.深圳就业 4.深圳结婚 5.对象也是深圳的且以上条件都一样,Birth/Upbringing,,Neutral,merged,train
xhs_train_1776,小红书,深圳,你自己去查吧 自深圳所有村落有族谱开始 讲围头话的都是原村民地主 其他的大多数解放前开放过来打工的 后面霸地建村 还有龙岗的平湖火车站 百年老站 创始人也是讲围头话的 自己查下深圳历史吧 大部分客家人都是迁移过来深圳的 真正深圳地头蛇 都是讲围头话 蛇话的原居民 你家以前有没有百岁老人 有你就知道了,Family Heritage,Language,Restrictive,merged,train
xhs_train_1777,小红书,深圳,有祠堂有分红，拜山在深圳范围内,Property/Assets; Family Heritage,,Neutral,merged,train
xhs_train_1781,小红书,深圳,会讲客家话的就是深圳人,,Language,Inclusive,merged,train
xhs_train_1784,小红书,深圳,来了就是深圳人,Residence,Self-ID,Inclusive,merged,train
xhs_train_1785,小红书,深圳,没有他们，我们的农民房没有办法租出去啊本地人要有大爱来了就是深圳人，为深圳本地人打工,Residence,,Inclusive,merged,train
xhs_train_1787,小红书,深圳,深圳一座移民城市搞分化有意义吗？来了就是深圳人的理念才是深圳做大做强的灵魂。分三六九等是毫无疑问的封建糟粕。,Residence,,Inclusive,merged,train
xhs_train_1791,小红书,深圳,你爷爷出生在深圳，并成为深圳户籍，那你就是深圳人；你出生在深圳，并成为深圳户籍，那从你孙子那辈开始就是深圳人,Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_1793,小红书,深圳,当然他可以说自己是深圳人深二代但是说自己是深圳本地人不合适吧，本地人至少改革开放前就在深圳啦,Family Heritage,Community,Restrictive,merged,train
xhs_train_1797,小红书,深圳,深圳没房就不是深二代了，认清现实吧,Property/Assets,,Restrictive,merged,train
xhs_train_1798,小红书,深圳,别人问你老家哪里，或者过年回老家吗，你的回答只有深圳可答，那基本是本地人了,,Belonging; Self-ID,Neutral,merged,train
xhs_train_1799,小红书,深圳,跟深二代肯定没啥关系，毕竟没有“深圳童年”，但你又在深圳读大学，可以算伪深圳人,Birth/Upbringing,,Restrictive,merged,train
xhs_train_1800,小红书,深圳,来了就是深圳人不知道吗,Residence,,Inclusive,merged,train
xhs_train_1801,小红书,深圳,这评论区看笑我了，20年前的深圳也没现在保守。不少深二三代出生开始就在深圳，就没回过几次老家，说自己深圳人没任何问题,Birth/Upbringing,Community,Inclusive,merged,train
xhs_train_1802,小红书,深圳,不算，深圳土著只有广府人和客家人（客家人甚至清朝时还被归为客籍）,Family Heritage,,Restrictive,merged,train
xhs_train_1803,小红书,深圳,客家本地人都系深圳本地人但系佢唔系识噶客家本地人大部分都识粤语且认为围头比佢哋更加本地,,Language,Neutral,merged,train
xhs_train_1804,小红书,深圳,在布吉出生长大，父母都是深户但也都来自不同的地方，我觉得深圳人更多的是一份身份认同感，喜欢一个地方，那个地方有童年的记忆，那它就是你的家乡。 每次逢年过节回深圳都有一种家的感觉，很温馨很温暖，那我就是深圳人,Birth/Upbringing,Belonging; Self-ID,Inclusive,merged,train
xhs_train_1805,小红书,深圳,要看你生在哪个区，所以我们有股份的都不说自己是深圳人，只会说是哪个村,Birth/Upbringing; Property/Assets,Self-ID,Restrictive,merged,train
xhs_train_1807,小红书,深圳,其实这一代人已经不多了，85年左右深圳就30万本地人，爷爷奶奶辈很多已经走了，现在的应该深三代四代，而只有二代三代有村里分红，所以，应该人不多,Property/Assets; Family Heritage,,Neutral,merged,train
xhs_train_1811,小红书,深圳,本地人不会说自己是深圳人，开口会直接说自己是哪条村的,,Culture,Restrictive,merged,train
xhs_train_1812,小红书,深圳,深圳有房，从小在深圳长大，但没有深圳户口，这算什么,Birth/Upbringing; Property/Assets,,Neutral,merged,train
xhs_train_1820,小红书,深圳,一直以为自己是深二 原来我440301深圳出生可以称为深圳人,Birth/Upbringing; Legal/Admin,,Neutral,merged,train
xhs_train_1823,小红书,深圳,照你这么说我还是纯血呢，可是很多人认为我不是土生土长的深圳人，我妈在深圳，我从小到大在深圳，可是我爸是揭阳的，所以我就是揭阳的，哪怕我没有在那边生活过。,Family Heritage,Self-ID,Restrictive,merged,train
xhs_train_1825,小红书,深圳,有房子在深圳就算是深圳人了 本地土著除外,Property/Assets,,Inclusive,merged,train
xhs_train_1828,小红书,深圳,不算父母都不是广东人算什么深二代要祖籍都是深圳人才算好吗,Family Heritage,,Restrictive,merged,train
xhs_train_1829,小红书,深圳,有拆迁房 深圳本地人,Property/Assets,,Restrictive,merged,train
xhs_train_1833,小红书,深圳,我在想，一个在深圳土生土长不算深圳人应该算什么人呢归属于几十年都不一定去一次的老家也不太合理吧,Birth/Upbringing,Community,Inclusive,merged,train
xhs_train_1836,小红书,深圳,身份证4403 户口深圳 讲白话 才算土著吧？,Legal/Admin,Language,Restrictive,merged,train
xhs_train_1839,小红书,深圳,爷爷有深圳的分红 爸爸有深圳的楼 我有深圳的户口 算本地人不,Property/Assets; Legal/Admin,,Neutral,merged,train
xhs_train_1840,小红书,深圳,来了深圳就是深圳人,Residence,,Inclusive,merged,train
xhs_train_1845,小红书,深圳,因为没有身份证 身份证件开头是810000被开除出深圳人籍,Legal/Admin,,Restrictive,merged,train
xhs_train_1846,小红书,深圳,我个人觉得深圳本地人需要有以下几点:祖籍,Family Heritage,,Restrictive,merged,train
xhs_train_1847,小红书,深圳,来了就是深圳人,,Self-ID,Inclusive,merged,train
xhs_train_1848,小红书,深圳,干嘛非要纠结本地人呢～几十万/几百万的村里股份你要买么？何必呢...官方说的好，来了就是深圳人。,Residence,,Inclusive,merged,train
xhs_train_1852,小红书,深圳,这种可以看祠堂在不在深圳，的确是分红没法分到那么后代了,Property/Assets; Family Heritage,,Neutral,merged,train
xhs_train_1854,小红书,深圳,以粤语，客家话，围头话等等本地语言为母语的才是深圳人。,,Language,Restrictive,merged,train
xhs_train_1861,小红书,深圳,啊。。祖籍不是深圳但属于深圳本地人？,Family Heritage,,Restrictive,merged,train
xhs_train_1863,小红书,深圳,在深圳没房产，只是在南山区挂个集体户口的外来打工人又算什么呢？那家伙还说自己是深圳人，也自称特区青年,Property/Assets; Legal/Admin,,Restrictive,merged,train
xhs_train_1865,小红书,深圳,南山福田宝中这些地方有两三套房子，家人生病，小孩升学就业能找点路子，那就可以说是深圳人了。,Property/Assets,Community,Neutral,merged,train
xhs_train_1872,小红书,深圳,评论区就有一个外地的说自己生活在深圳20年很懂深圳本地，说讲白话的本地人不是本地人，笑死😆,Residence,Language,Neutral,merged,train
xhs_train_1873,小红书,深圳,在深圳出生的就是本地人,Birth/Upbringing,,Inclusive,merged,train
xhs_train_1875,小红书,深圳,只要爷爷奶奶的祖輩在深圳，都是土著,Family Heritage,Belonging,Inclusive,merged,train
xhs_train_1879,小红书,深圳,有房子出租，你就是土著。什么是土著？没房没地的，你祖宗十八代都是深圳的，你也不算是土著。没房没地的，就是流民。,Residence; Property/Assets; Family Heritage,Self-ID,Restrictive,merged,train
xhs_train_1883,小红书,深圳,分这些干嘛，来了就是深圳人,Residence,,Inclusive,merged,train
xhs_train_1884,小红书,深圳,深圳 只看有钱没钱,Property/Assets,Self-ID,Restrictive,merged,train
xhs_train_1886,小红书,深圳,神金分类。我是土著，就是深圳本地人。1992年后出生的没有股份(比如我妹)，也是深圳本地人。,Birth/Upbringing,Self-ID,Inclusive,merged,train
xhs_train_1887,小红书,深圳,无法判断，官方也说来了就是深圳人,Residence,,Inclusive,merged,train
xhs_train_1891,小红书,深圳,我觉得在深圳长大，在深圳接受完整的义务教育就算是深圳人了。,Birth/Upbringing; Legal/Admin,,Inclusive,merged,train
xhs_train_1892,小红书,深圳,爷爷辈在深圳的才算深圳人吧？个人认为,Family Heritage,,Restrictive,merged,train
xhs_train_1894,小红书,深圳,从深圳市的历史来看，440301才是真正的原教旨深圳人,Legal/Admin,Culture,Restrictive,merged,train
xhs_train_1900,小红书,深圳,老家是哪的就是哪人，深圳除了之前偷渡香港的剩下的老弱病残就是深圳人,Family Heritage,,Restrictive,merged,train
xhs_train_1901,小红书,深圳,什么垃圾分类？我就是土生土长的八零后深圳人，关内92年出生的都没有股份，关外04年出生的也没有股份！如果在这段时间之前你家迁出了户口到其他区的也不会有！超过这个时间段的子女只能实行继承制，比如你的奶奶或者爷爷死了，你就可以继承他们其中一人的股份！,Birth/Upbringing,,Restrictive,merged,train
xhs_train_1904,小红书,深圳,你可以说你是深圳长大的深圳人。但跟深圳本地人没任何关系。因为本地人有的东西你一样都没有。例如土地。分红。股份。任何深圳本地人福利你一个都没享受到。,Property/Assets,,Restrictive,merged,train
xhs_train_1906,小红书,深圳,我懂，这种两面不是人的矛盾感觉，让人自我介绍的时候至少得说两个地区，两边都沾一点但两边都算不上，跟跨性别似的，不过等你把户口迁到深圳就可以直接说自己是深圳人了,Residence; Legal/Admin,,Inclusive,merged,train
xhs_train_1908,小红书,深圳,我深三代从小一直在深圳算深圳本地人吗,Birth/Upbringing; Residence; Family Heritage,,Neutral,merged,train
xhs_train_1911,小红书,北京,报祖上4代在苏州干啥的。日本扫荡没死透现在我估计都去上海北京了，真说本土祖上三代几乎都外地的，挖挖祖坟应该都外地迁的，真的。反驳我的话说说家族史，给我开开眼。,Family Heritage,,Restrictive,merged,train
xhs_train_1967,小红书,北京,出生在哪就是哪里人！我北京出生的。然后来武汉生活，我就不是北京人是武汉人了？我在武汉就是外地人，即使我在武汉生活了很多年！,Birth/Upbringing,,Neutral,merged,train
xhs_train_1985,小红书,北京,哈哈哈哈哈哈哈哈我郑州土著爱喝方中山，但我想当北京土著，可北京土著爱喝豆汁我喝不了，我不配当北京土著，那反言之不爱喝方中山的当不了郑州土著。爱喝啥不重要，重要的是xx地方的土著“爱”喝啥,,Culture,Neutral,merged,train
xhs_train_1990,小红书,北京,之前在辅导机构遇到过，那老爷子可能是市区的，我们家南三环边的，话里话外瞧不起人，说他们是老郑州人，我不算郑州人，我就纳闷了，我们家三四代都在郑州？有啥瞧得起瞧不起了？不都是郑州了？啥时候郑州划地界那么小了？北京五环外的人，你也不能说人家不是北京人啊？,Intra-city Region; Family Heritage,,Restrictive,merged,train
xhs_dev_0,小红书,北京,那祖上是旗人之后往城外走但还在京内的算什么就这样丧失北京土著权了是吧,Residence; Family Heritage,,Neutral,merged,dev
xhs_dev_3,小红书,北京,让他读is 能读成姨子的肯定是北京人,,Culture,Neutral,merged,dev
xhs_dev_6,小红书,北京,我还是觉得得看籍贯 三代以上算北京人 这些新北京人的孩子又没规矩又瞧不起别人,Legal/Admin; Family Heritage,Culture,Restrictive,merged,dev
xhs_dev_7,小红书,北京,新北京那可不行✋必须爷爷奶奶都是,Family Heritage,,Restrictive,merged,dev
xhs_dev_8,小红书,北京,“北京人”的定义可以从不同角度来看： 1. 户籍角度：从法律和行政层面来说，有北京户口自然可以算作“北京人”，因为户口本身代表了一个人对城市的行政归属。 2. 文化和认同角度：但从文化认同来看，“北京人”往往带有一定的文化属性，比如对北京方言、风俗、饮食习惯的熟悉，甚至是对老北京胡同生活的认同感等。这种认同感可能需要更深的时间积累和融入当地社会。 3. 个人情感角度：有些人虽然有北京户口，但可能更认同自己的家乡文化，觉得北京只是工作的地方；而有些人虽然是外地人，但深深爱上北京，早已把这里当成自己的家。 所以，“是不是北京人”其实取决于讨论的维度和个人的情感归属。,Legal/Admin,Belonging; Culture; Language; Self-ID,Neutral,merged,dev
xhs_dev_10,小红书,北京,看长相不知道一张嘴我就知道是不是北京的,,Language,Neutral,merged,dev
xhs_dev_11,小红书,北京,搁我看，能用北京话和一群北京人聊天的才算北京人，京籍只是一个身份的代表，我不排斥新京籍但绝说不上喜欢，他们更像侵略者，我们更像印第安人,,Language,Restrictive,merged,dev
xhs_dev_13,小红书,北京,算 有户口当然是北京人 户口就说明归属,Legal/Admin,,Inclusive,merged,dev
xhs_dev_15,小红书,北京,最起码4代吧，我爷爷1906年出生北京,Family Heritage,,Restrictive,merged,dev
xhs_dev_18,小红书,北京,你爱北京你就是北京人,,Belonging,Inclusive,merged,dev
xhs_dev_22,小红书,北京,排除口音的问题的话，或许是穿着？北京人不太注重穿着打扮，一般是怎么舒服怎么来，那些不舒服的衣服就算再好看，倒贴钱给我也不穿。还有就是那种混不吝的松弛感。如果有陌生人一本正经的和我说话，那我也会觉得这个人像是外地来的。,,Culture,Neutral,merged,dev
xhs_dev_23,小红书,北京,北京土著是住在二环内大杂院的土生土长，全家在这里生活的人。京籍是户口本是北京户籍，但是可能父辈不是北京的人。自己也可能是通过工作或者考学进京的人。一般也住在商品房或者是单位分配的房子里，直系亲属也大部分不在北京的人。,Birth/Upbringing; Legal/Admin; Intra-city Region; Family Heritage,,Restrictive,merged,dev
xhs_dev_24,小红书,北京,按老北京不算，新北京算！不过，最重要的还是你对这个城市要有认同感，去过其他城市，无论好坏、经济是否发达，内心都觉得家（北京）是最好，有归属感，就就是了！对于那些打着新北京旗号，还吐槽这城市的人，就差点意思了～,Residence,Belonging,Inclusive,merged,dev
xhs_dev_25,小红书,北京,就简单的就是听说话 因为北京土著说话慵懒和呑音是新北京人 学不出来的,,Language,Restrictive,merged,dev
xhs_dev_26,小红书,北京,这取决于“我”是怎样得到北京户口的，你比我先，那“我”是北京人，如果你比我后，那你不是北京人,Legal/Admin,,Restrictive,merged,dev
xhs_dev_30,小红书,北京,我家白塔寺的，不过现在不住哪了。但我觉得四九城之外建国前就来了的应该也算老北京吧？,Family Heritage,,Inclusive,merged,dev
xhs_dev_32,小红书,北京,其他的都是虚的，土著“土”是根本，祖上有地，拆迁了的，或者现在有地，每年仍能拿土地分红的，才是土著，其他的都是外来的。比如二环村民拆迁后搬到美国他也是土著，新中国随军进京住无产权的公房的，住二环祖孙三代也不是土著，只能算北京人,Property/Assets; Intra-city Region,,Restrictive,merged,dev
xhs_dev_33,小红书,北京,现在北京人就没几个土著，5代人土生土长在北京才算土著，现在一般都说4代人就够了，意思就是你爷爷辈土生土长在北京，你的孩子就算北京土著，你不算土著。,Family Heritage,Self-ID,Restrictive,merged,dev
xhs_dev_34,小红书,北京,前者有北京户口 身份证110开头 后者不是 以上,Legal/Admin,,Neutral,merged,dev
xhs_dev_35,小红书,北京,你们家从哪代开始认为过年应该在北京，北京就是老家，自觉维护北京开始,Residence,Belonging,Neutral,merged,dev
xhs_dev_36,小红书,北京,不算，祖上三代全是北京人才算,Family Heritage,,Restrictive,merged,dev
xhs_dev_39,小红书,北京,放学直接回家，土著。放学后继续课外班，新北京,,Culture,Neutral,merged,dev
xhs_dev_40,小红书,北京,有个学生群，看谁鸡娃就知道是不是北京土著,,Culture,Restrictive,merged,dev
xhs_dev_41,小红书,北京,只爱三件套的人能是真正的北京人吗？,,Culture,Restrictive,merged,dev
xhs_dev_42,小红书,北京,有可能是发音位置不一样。真的，相亲时候遇到过一大哥，他说自己北京人，但见面他说的第一句话，好像是你好啊还是什么，反正特短一句话，我就听出来他不是老北京人。三四个字就够了。,,Language,Restrictive,merged,dev
xhs_dev_43,小红书,北京,你这个“为啥”一出来就知道你不是北京人了北京人一般都说为什么，你在干什么，你在说什么之类的。你应该说东北人或者山东人吧,,Culture; Language,Restrictive,merged,dev
xhs_dev_44,小红书,北京,土著人，至少三代以上北京这边出生吧？！京籍，我老婆孩子都是出生在北京的！我是70年8岁时到北京并取得北京户口的。,Legal/Admin; Family Heritage,,Restrictive,merged,dev
xhs_dev_45,小红书,北京,生活在北京就叫北京人,Residence,,Inclusive,merged,dev
xhs_dev_46,小红书,北京,我觉得十年不回外地老家过年就算北京人了。,,Belonging,Inclusive,merged,dev
xhs_dev_47,小红书,北京,我有北京户口，我也从不觉得自己是北京人，根永远在家乡。有些北京土著经常挂嘴边“有北京户口的也不是北京人！”好像“北京人”这个身份有多高贵有多少人稀罕一样莫名其妙。,Birth/Upbringing,Belonging; Self-ID,Restrictive,merged,dev
xhs_dev_48,小红书,北京,在老北京人眼里那些后来的改成京籍的人，我们管他们叫外来户，最大的区别就是外来户不会说人话！他们也不懂,Family Heritage,Culture; Language,Restrictive,merged,dev
xhs_dev_66,小红书,广州,广州人就要讲广州话,,Language,Restrictive,merged,dev
xhs_dev_67,小红书,广州,只要你会说粤语，认同本土文化，习俗上也融入了当地，那么其实你已经就是广州人了,,Belonging; Culture; Language,Inclusive,merged,dev
xhs_dev_71,小红书,广州,纯广州人 乡下都在老四区 父母都是 你说翻乡下 乡下就村里户籍是南海或番禺,Legal/Admin; Intra-city Region; Family Heritage,,Restrictive,merged,dev
xhs_dev_72,小红书,广州,我三/四代 冇祠堂+分红 住老城区宿舍嘅都算唔算外地人 最早一代一百年前来广州嘅,Residence; Intra-city Region; Family Heritage,,Neutral,merged,dev
xhs_dev_73,小红书,广州,首先母语系广州话，哩个系基础,,Language,Restrictive,merged,dev
xhs_dev_77,小红书,广州,只有识得讲白话先系广州人，唔识你凭乜自称广州人？,,Language,Restrictive,merged,dev
xhs_dev_80,小红书,广州,那你会认为闺蜜跟你是老乡吗？从语言，文化，习俗来看。不管是你老家肇庆的文化，还是广州的文化，你都可以把她当做老乡吗？,,Culture; Language,Neutral,merged,dev
xhs_dev_83,小红书,广州,懂得广府文化，融合广州地道生活，学会广府语言，这些都会了就是广州人，不论是第几代都也做。,,Belonging; Culture; Language,Neutral,merged,dev
xhs_dev_88,小红书,广州,“广州话”或者“白话”先係正宗广州人,,Language,Restrictive,merged,dev
xhs_dev_90,小红书,广州,广州本地人指的是:1，村里有祠堂（族谱） 2，有分红,Property/Assets; Family Heritage,,Restrictive,merged,dev
xhs_dev_92,小红书,广州,真无聊，人家愿意当广州人 愿意学粤语 喜爱广府文化，就足矣了 为什么总要讲这种排挤性言论,,Belonging; Culture; Language; Self-ID,Inclusive,merged,dev
xhs_dev_93,小红书,广州,咁你识5识讲广州话啊？ 识讲，又无口音咪喺广州人啰,,Language,Inclusive,merged,dev
xhs_dev_95,小红书,广州,我系广州话忠实拥趸，我觉得吾论你住哪里，白云越秀荔湾........土著有分红还是所谓既新广州人，只有识讲广州话既才能算系广州人，如果连广州话都吾识讲，仲点好意思话自己系广州人？应该讲自己系中国人,,Language,Restrictive,merged,dev
xhs_dev_96,小红书,广州,其实我觉得在广州生活四代也可以算了,Family Heritage,,Restrictive,merged,dev
xhs_dev_98,小红书,广州,没啥所谓，广州话事人又不是我。 懂粤语，就是新土著，没有隔阂；不懂，也照样一起玩，譬如我那些大学同学。,,Language,Inclusive,merged,dev
xhs_dev_99,小红书,广州,唔识讲粤语唔好讲自己系广州人,,Language,Restrictive,merged,dev
xhs_dev_100,小红书,广州,其实是反过来的，村民以前在老广眼里是乡下人，只不过郊区城镇化之后村民平均生活水平比之前的老城区市民高，现在基本在广州会粤语都当你广州人，只不过有些人挑拨离间，广州人又要有祠堂分红又要在老三区，能满足这俩点的全广州找不出20万个，那还得了,Intra-city Region,Language,Inclusive,merged,dev
xhs_dev_101,小红书,广州,不是，广州本地人是指屠睢为主将、赵佗为副将率领五十万大军平定岭南的后人，这些后人血统为北方人血统，父系基因包含：C—M130、和O—M120为主。主要聚居地为广州荔湾为主。,Family Heritage,,Neutral,merged,dev
xhs_dev_103,小红书,广州,有广州户口的就是广州人，全国一盆棋，总有调来调去的。,Legal/Admin,,Inclusive,merged,dev
xhs_dev_104,小红书,广州,睇身份证唔准嘅，新一代大把广州身份证啦，一个二个本地捞，广州话都唔识讲,,Language,Restrictive,merged,dev
xhs_dev_105,小红书,广州,嗰啲叫“本地捞”，唔算广州人,,Culture; Language,Restrictive,merged,dev
xhs_dev_106,小红书,广州,我祖先南宋时期过来广州定居..我算广州人嘛？,Family Heritage,,Neutral,merged,dev
xhs_dev_107,小红书,广州,广州本地人一般指老四区世居吧（老越秀、老荔湾、老东山、海珠）吧。因为好像我们这种，至少五代都在广州土生土长，有分红有地，最多都系叫广州客家人。,Intra-city Region,,Restrictive,merged,dev
xhs_dev_131,小红书,上海,爱上海、领的清、最好会说上海话，就是上海人,,Belonging; Culture; Language,Inclusive,merged,dev
xhs_dev_132,小红书,上海,会说上海话，认同自己是上海人。,,Language; Self-ID,Neutral,merged,dev
xhs_dev_133,小红书,上海,"上海人的口音重了不得了, 我讲普通话, 只要对方是上海人马上会讲, 上海人对伐？ 逃不脱！",,Language,Neutral,merged,dev
xhs_dev_134,小红书,上海,世世代代在上海才多少人，有文化认同感，会说上海话，有上海户口的都叫上海人,Legal/Admin,Belonging; Culture; Language,Inclusive,merged,dev
xhs_dev_135,小红书,上海,3102开头的说本地话的就是本地人，3101开头的说上海话的就是上海人,Legal/Admin,Language,Neutral,merged,dev
xhs_dev_136,小红书,上海,voice啊我土生土长310，我们一起玩的同龄人都会讲上海话，只有外地人在的时候不会讲。,Birth/Upbringing; Legal/Admin,Language; Community,Restrictive,merged,dev
xhs_dev_138,小红书,上海,清明节扫墓不用出上海的都是本地人 好了伐,Family Heritage,,Neutral,merged,dev
xhs_dev_139,小红书,上海,310+会说上海话,Legal/Admin,Language,Neutral,merged,dev
xhs_dev_140,小红书,上海,至少出生在上海的医院,Birth/Upbringing,,Restrictive,merged,dev
xhs_dev_141,小红书,上海,出生上海并会讲上海话就算,Birth/Upbringing,Language,Inclusive,merged,dev
xhs_dev_142,小红书,上海,绝对是上海人，因为父母是上海户口，在上海有住房，生在上海，不是上海人，那算什么地方的人？,Birth/Upbringing; Property/Assets; Legal/Admin; Family Heritage,,Restrictive,merged,dev
xhs_dev_143,小红书,上海,"会不会说本地话，""阿拉""肯定不是上海人",,Language,Restrictive,merged,dev
xhs_dev_144,小红书,上海,融入这个社会了就算吧，至少在生活习惯 观念 语言上没有什么明显隔阂，定居上海挺久了，就算现在不是，下一代也能自称上海人了吧。那种就算落户了还反感上海菜上海话的人怎么都不算,,Culture; Language; Community,Inclusive,merged,dev
xhs_dev_145,小红书,上海,我觉得会说上海话就算,,Language,Inclusive,merged,dev
xhs_dev_146,小红书,上海,我妈同事安徽嫁来的，她会讲上海话，她说她大一的儿子也很洋泾浜不怎么会讲。按照正常思路是她是安徽人。他儿子是上海人也是安徽人，两个身份都能是两个地方都是家。按照小红书思路她是上海人，她儿子不是上海人,Birth/Upbringing; Family Heritage,Language,Neutral,merged,dev
xhs_dev_147,小红书,上海,讲上海本地话的是上海本地人。,,Language,Inclusive,merged,dev
xhs_dev_148,小红书,上海,严格意义来讲从清末或者民国开始就在上海县生活的，宽一点就是1930~1949年间在上海生活的,Family Heritage,,Restrictive,merged,dev
xhs_dev_149,小红书,上海,看穿着咯，看上去很乌苏的或者太时髦（一家一档都穿着的）基本就是新上海人了,,Culture,Restrictive,merged,dev
xhs_dev_150,小红书,上海,听不懂上海话的哪怕身份证是上海的都不能算上海人。 方言才是母语,,Language,Restrictive,merged,dev
xhs_dev_151,小红书,上海,3代以上出生生活在上海,Birth/Upbringing; Family Heritage,,Restrictive,merged,dev
xhs_dev_152,小红书,上海,讲普通话的就是新上海人，听不懂俚语的就是新上海。,,Culture; Language,Neutral,merged,dev
xhs_dev_154,小红书,上海,侬错了，侬登了上海不会说上海话，除非侬出生在上海父母都是上海人，不然也不是上海人，只不过是登了上海的外地人，八辈子也不会成为上海人。,Birth/Upbringing; Family Heritage,Language,Restrictive,merged,dev
xhs_dev_155,小红书,上海,了解海派文化尤其是听得懂方言，定居在上海。这两个都能满足，哪怕是面孔墨墨黑的黑叔叔，我也承认他是上海人,Residence,Culture; Language,Inclusive,merged,dev
xhs_dev_156,小红书,上海,有上海户口就算，要求不能太高,Legal/Admin,,Inclusive,merged,dev
xhs_dev_157,小红书,上海,在上海生活的就算上海人。祖籍在上海的称本地人，310的外地人上海接近2千万,Legal/Admin; Family Heritage,,Restrictive,merged,dev
xhs_dev_159,小红书,上海,上海人说的本地人是在上海郊区有宅基地的，上海话带郊区口音的，外地人说的上海本地人就是上海土著的意思，我这么理解的,Property/Assets,Language,Neutral,merged,dev
xhs_dev_160,小红书,上海,3代以上绝对会说上海话了,Family Heritage,Language,Restrictive,merged,dev
xhs_dev_161,小红书,上海,世世代代上海的，就是上海本地人，有房子拿到户口会说上海话的几十年了就是上海人，没几年的就是新上海人,Property/Assets; Legal/Admin; Family Heritage,Language,Restrictive,merged,dev
xhs_dev_162,小红书,上海,会说上海话就算,,Language,Inclusive,merged,dev
xhs_dev_163,小红书,上海,要辨别什么是上海人，什么是新上海人呢？那就最简单不过啦。就看他会不会讲上海的方言了。一方水土养一方人。每个地方的人都有自己的方言。每个地方的方言是改变不了的。,,Language,Neutral,merged,dev
xhs_dev_164,小红书,上海,其实吧，就上海这出生率，我个人感觉还是不要限制太死，只要有着身为上海人的自觉，会像自己家一样维护上海，在别人污名化上海的时候会说几句公道话就可以了。没有游客心态和投机心态，更不带自卑而是努力融入，就已经算是个合格的上海人了。,,Belonging; Culture,Inclusive,merged,dev
xhs_dev_165,小红书,上海,热爱上海，接受并融入上海文化，能熟练听说上海话就是上海人。,,Belonging; Culture; Language,Inclusive,merged,dev
xhs_dev_167,小红书,上海,会说上海话就是 不会的想想是不是家里父母的原因,,Language,Restrictive,merged,dev
xhs_dev_169,小红书,上海,310开头+至少爷爷奶奶外公外婆在上海出生长大说上海话,Legal/Admin; Family Heritage,Language,Restrictive,merged,dev
xhs_dev_170,小红书,上海,除了310。如果爱上海 努力说上海话 长居上海也算,Residence,Belonging; Language,Inclusive,merged,dev
